"","unid","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age","gender_male"
"2064",86647,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1
"2065",88025,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,8,5,NA,21,1
"2066",74527,FALSE,0,0,15,15,0,NA,1,1,0,NA,NA,NA,NA,NA,22,1
"2067",97415,TRUE,1,1,2,2,0,NA,0,1,1,NA,NA,NA,NA,NA,20,1
"2068",33719,FALSE,0,0,2,NA,1,1,1,1,0,7,5,7,NA,4,25,0
"2069",60815,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,NA,NA,22,1
"2070",27574,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,2,NA,6,NA,NA,28,0
"2071",54937,FALSE,1,1,5,NA,0,1,0,1,1,5,6,0,5,7,23,1
"2072",9437,FALSE,0,0,2,1,1,NA,1,1,0,NA,NA,NA,NA,NA,30,0
"2073",1427,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34,0
"2074",697,FALSE,1,1,3,15,1,NA,1,0,1,6,NA,5,NA,11,34,0
"2075",42750,TRUE,1,1,7,NA,2,2,1,1,0,5,5,9,NA,4,25,0
"2076",101787,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,19,0
"2077",55706,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"2078",13423,FALSE,1,0,5,NA,1,2,1,1,1,5,NA,9,NA,5,28,0
"2079",76389,FALSE,0,1,4,NA,0,1,0,1,1,3,NA,0,NA,2,21,1
"2080",80965,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8,3,NA,21,0
"2081",43463,TRUE,0,0,3,NA,0,1,0,1,0,5,NA,9,NA,7,24,0
"2082",57739,FALSE,0,0,5,NA,0,1,1,1,0,5,6,5,NA,11,23,0
"2083",13398,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1
"2084",9988,TRUE,1,1,6,4,2,NA,0,1,1,NA,NA,NA,NA,NA,30,1
"2085",80148,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,21,1
"2086",52485,FALSE,1,0,8,NA,0,1,1,1,1,2,NA,9,NA,NA,24,0
"2087",85319,FALSE,1,0,5,NA,1,2,1,1,0,8,6,2,4,1,21,0
"2088",96919,FALSE,0,0,2,2,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0
"2089",18412,FALSE,1,1,4,NA,1,0,1,0,0,8,5,0,4,4,26,0
"2090",96774,TRUE,0,0,5,2,0,NA,1,1,1,6,NA,8,NA,2,20,0
"2091",30679,FALSE,0,0,2,0,0,NA,0,1,1,NA,NA,NA,NA,NA,27,1
"2092",101796,FALSE,0,0,10,5,0,NA,1,1,1,NA,NA,NA,NA,NA,19,1
"2093",61873,FALSE,1,1,1,1,0,NA,0,0,0,6,NA,9,NA,2,24,0
"2094",14619,TRUE,1,0,5,NA,1,2,1,1,0,4,1,6,NA,6,27,0
"2095",14796,FALSE,1,1,3,NA,1,1,1,1,0,6,NA,8,NA,7,28,0
"2096",72379,FALSE,0,0,3,NA,0,2,0,1,1,6,6,7,3,4,21,1
"2097",83607,TRUE,0,0,6,5,0,NA,0,1,1,NA,NA,NA,NA,NA,22,1
"2098",56799,FALSE,1,1,4,NA,0,1,1,1,1,6,5,5,5,6,23,1
"2099",91370,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"2100",7297,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,4,0,3,NA,31,0
"2101",12232,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,0
"2102",30936,FALSE,0,0,7,NA,1,1,1,1,1,5,5,5,3,6,25,0
"2103",38818,FALSE,0,0,2,15,1,NA,1,0,0,NA,NA,NA,NA,NA,25,0
"2104",68764,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1
"2105",44420,FALSE,0,0,2,NA,0,1,0,1,1,7,NA,4,NA,3,23,1
"2106",18498,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,NA,1,NA,NA,29,1
"2107",58524,FALSE,1,0,4,3,0,NA,0,1,1,9,4,7,3,12,23,1
"2108",41429,FALSE,0,0,2,15,1,NA,0,1,0,6,NA,6,NA,8,25,0
"2109",75900,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,6,3,NA,NA,23,1
"2110",2916,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,9,NA,NA,33,1
"2111",63997,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"2112",65867,FALSE,0,1,7,NA,0,1,1,1,0,7,6,2,3,NA,22,0
"2113",53635,FALSE,0,0,4,NA,1,1,1,1,1,6,NA,7,NA,5,25,0
"2114",50509,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,1
"2115",88439,FALSE,0,0,3,NA,2,2,1,1,0,6,5,9,3,9,20,0
"2116",74171,FALSE,0,0,2,NA,0,1,0,1,1,4,NA,3,NA,2,22,0
"2117",17341,FALSE,1,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"2118",91153,FALSE,0,0,3,1,0,NA,0,1,1,3,NA,5,NA,4,20,0
"2119",78083,FALSE,1,1,6,NA,0,1,1,1,0,6,5,2,4,8,21,1
"2120",86096,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,7,3,0,2,NA,21,0
"2121",72685,FALSE,1,1,3,NA,0,1,0,1,1,9,5,4,4,9,22,1
"2122",77923,FALSE,1,1,6,3,1,NA,1,1,1,10,NA,3,NA,7,22,0
"2123",79046,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"2124",65773,FALSE,0,0,6,NA,0,NA,0,0,0,9,NA,0,NA,2,22,1
"2125",49392,FALSE,1,0,4,NA,0,1,1,1,0,6,3,6,NA,4,23,0
"2126",26442,TRUE,0,0,2,NA,2,0,1,0,1,4,3,6,NA,6,25,0
"2127",7469,FALSE,0,0,2,NA,2,2,1,1,0,3,2,0,1,NA,29,0
"2128",43639,TRUE,0,0,3,NA,0,0,1,0,0,6,NA,6,NA,7,25,0
"2129",38051,TRUE,1,1,8,NA,2,1,1,1,1,9,6,9,4,9,24,0
"2130",77789,FALSE,1,0,2,NA,0,0,0,0,1,6,6,3,6,4,21,1
"2131",20303,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,5,6,7,3,NA,28,0
"2132",24382,FALSE,0,0,1,NA,2,0,0,0,1,8,8,7,NA,10,26,1
"2133",45853,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,8,NA,NA,25,1
"2134",85617,TRUE,0,0,1,8,0,NA,0,1,0,NA,NA,NA,NA,NA,21,0
"2135",2169,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,NA,NA,32,0
"2136",5385,TRUE,0,0,2,2,2,NA,1,1,1,5,5,6,2,6,31,0
"2137",56964,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"2138",92213,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,5,0,NA,NA,19,0
"2139",90302,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"2140",87918,FALSE,0,0,4,NA,0,1,1,1,0,1,NA,8,NA,6,20,1
"2141",27814,FALSE,0,0,7,3,2,NA,1,1,0,9,NA,0,NA,4,26,0
"2142",1196,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,4,NA,NA,34,0
"2143",19146,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,5,6,4,NA,27,0
"2144",79000,FALSE,1,1,15,5,0,NA,1,1,0,5,5,0,2,4,22,0
"2145",43166,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0
"2146",48134,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,3,2,1,NA,23,0
"2147",17312,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,1
"2148",21596,FALSE,0,0,4,15,1,NA,1,0,0,NA,NA,NA,NA,NA,27,0
"2149",28949,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"2150",10522,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,0
"2151",61781,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,6,8,6,4,NA,24,0
"2152",88114,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,20,1
"2153",60075,FALSE,1,1,5,4,1,NA,1,1,1,4,2,7,3,10,23,0
"2154",41488,TRUE,1,1,2,NA,0,2,0,1,0,7,8,8,6,8,25,1
"2155",12830,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,7,3,NA,30,0
"2156",85546,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"2157",25621,FALSE,1,1,5,NA,0,1,1,1,1,7,4,3,3,8,26,1
"2158",81846,TRUE,1,1,7,NA,0,1,1,1,1,1,NA,7,NA,10,21,0
"2159",60627,TRUE,0,1,8,NA,0,3,1,1,0,8,3,9,4,7,22,0
"2160",18758,FALSE,0,0,1,NA,1,2,1,1,1,5,5,5,NA,1,26,0
"2161",21741,FALSE,1,0,7,NA,0,3,1,1,0,6,5,0,4,6,26,1
"2162",38929,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,8,3,2,NA,26,0
"2163",79918,FALSE,1,1,5,2,0,NA,1,0,1,6,NA,5,NA,6,22,0
"2164",10460,FALSE,0,0,5,NA,0,1,0,1,0,5,NA,0,NA,6,28,1
"2165",70753,FALSE,0,1,8,NA,2,1,1,1,1,3,4,1,NA,12,23,0
"2166",86004,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,21,1
"2167",36476,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"2168",74428,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"2169",55667,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"2170",97337,FALSE,0,0,8,NA,0,3,0,1,0,3,5,8,NA,3,19,0
"2171",65128,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"2172",92151,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"2173",66348,TRUE,1,0,7,NA,0,2,1,1,1,5,5,6,NA,2,22,1
"2174",74302,FALSE,1,0,3,NA,0,1,0,1,0,7,9,8,5,5,22,0
"2175",98554,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,8,NA,NA,18,0
"2176",81742,TRUE,1,1,4,NA,0,2,0,1,0,8,6,2,3,11,20,1
"2177",70631,FALSE,0,1,6,NA,0,2,0,1,0,6,NA,8,NA,2,22,0
"2178",73385,FALSE,0,0,3,2,0,NA,1,1,1,NA,NA,NA,NA,NA,22,1
"2179",2463,FALSE,0,0,3,1,2,NA,1,1,0,NA,NA,NA,NA,NA,32,0
"2180",53918,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,1
"2181",87372,FALSE,0,0,2,2,0,NA,1,0,0,NA,NA,NA,NA,NA,21,0
"2182",43715,FALSE,0,0,4,NA,0,1,0,1,0,3,NA,8,NA,12,24,0
"2183",87560,FALSE,0,1,6,4,0,NA,1,1,1,7,NA,5,NA,11,21,0
"2184",64520,TRUE,0,1,7,NA,0,3,1,1,0,4,NA,3,NA,7,22,1
"2185",24057,FALSE,0,0,7,NA,1,1,1,1,1,3,6,2,NA,9,26,0
"2186",4614,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,9,2,NA,32,1
"2187",101974,TRUE,0,0,5,4,0,NA,1,1,1,NA,NA,NA,NA,NA,18,1
"2188",9597,FALSE,0,1,6,NA,1,2,1,1,1,5,6,6,NA,0,28,0
"2189",52644,FALSE,0,0,6,15,0,NA,1,1,0,NA,NA,NA,NA,NA,24,0
"2190",68653,FALSE,1,1,7,6,0,NA,1,1,0,NA,NA,NA,NA,NA,23,0
"2191",95034,FALSE,0,0,6,0,0,NA,1,1,0,8,8,2,6,1,20,1
"2192",20071,FALSE,1,1,2,NA,0,0,0,0,0,6,7,8,NA,5,27,0
"2193",68157,FALSE,1,1,9,0,0,NA,1,1,1,4,5,5,2,-2,23,1
"2194",81612,FALSE,0,0,3,0,0,NA,0,1,1,NA,NA,NA,NA,NA,22,1
"2195",28838,TRUE,1,0,3,NA,1,1,0,1,1,6,6,9,5,8,25,0
"2196",50374,FALSE,1,1,1,NA,0,1,0,1,0,8,4,2,5,4,23,1
"2197",101107,FALSE,0,0,6,3,1,NA,1,1,0,6,NA,2,NA,6,18,0
"2198",26750,FALSE,0,0,4,NA,0,1,0,1,0,9,5,7,3,9,25,1
"2199",54244,TRUE,0,0,15,NA,0,7,1,1,0,9,NA,6,NA,2,23,1
"2200",97662,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,1
"2201",34624,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,3,1,NA,27,0
"2202",7764,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,1
"2203",41935,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,25,0
"2204",17064,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,6,4,4,NA,27,0
"2205",5802,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,5,NA,1,NA,NA,32,0
"2206",27053,TRUE,0,0,4,NA,0,1,0,1,0,7,8,1,4,5,25,1
"2207",21377,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"2208",79008,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,9,9,0,5,NA,22,1
"2209",18069,TRUE,1,0,1,NA,1,1,1,1,1,3,5,1,NA,9,28,0
"2210",78218,FALSE,0,0,5,2,1,NA,1,1,0,NA,NA,NA,NA,NA,22,0
"2211",28062,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,1
"2212",42117,FALSE,1,1,2,2,0,NA,0,0,0,NA,NA,NA,NA,NA,25,0
"2213",42158,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,1
"2214",60435,FALSE,0,0,5,NA,1,0,1,0,0,6,NA,4,NA,3,23,0
"2215",41573,FALSE,1,1,3,NA,0,3,0,1,0,7,NA,5,NA,7,25,1
"2216",1977,FALSE,1,1,4,2,1,NA,1,0,0,NA,NA,NA,NA,NA,33,0
"2217",40442,FALSE,1,1,5,NA,3,0,0,0,1,6,5,7,4,1,24,0
"2218",46158,FALSE,0,1,1,NA,0,1,0,1,1,6,4,9,3,7,24,1
"2219",61558,TRUE,1,0,0,NA,0,0,0,0,0,8,NA,0,NA,-2,23,1
"2220",43830,FALSE,0,0,4,NA,0,1,1,1,0,3,NA,9,NA,5,24,0
"2221",24172,FALSE,1,0,2,2,1,NA,1,1,1,NA,NA,NA,NA,NA,27,1
"2222",43327,TRUE,0,1,14,NA,0,1,1,1,1,4,6,9,NA,7,24,0
"2223",2418,FALSE,0,0,3,1,2,NA,1,0,1,NA,NA,NA,NA,NA,33,0
"2224",65767,FALSE,1,0,8,NA,0,3,0,1,0,6,NA,5,NA,5,22,0
"2225",30023,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0
"2226",88609,FALSE,1,1,1,6,NA,NA,0,1,0,6,NA,7,NA,NA,20,0
"2227",82855,FALSE,0,0,15,NA,0,0,1,0,0,4,NA,9,NA,11,21,0
"2228",87154,TRUE,0,0,3,2,0,NA,0,1,0,7,5,8,4,6,22,0
"2229",43765,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,0,NA,NA,23,1
"2230",94738,FALSE,0,1,5,NA,0,1,1,1,0,3,NA,2,NA,6,20,0
"2231",35744,FALSE,1,1,5,NA,1,1,1,1,1,4,6,6,NA,5,25,0
"2232",12829,FALSE,1,1,7,NA,3,1,1,1,1,5,NA,1,NA,8,28,0
"2233",85823,FALSE,0,0,6,NA,0,1,1,1,0,6,NA,5,NA,13,20,1
"2234",84980,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,8,2,NA,21,0
"2235",10796,FALSE,1,0,1,NA,1,0,0,0,0,4,5,4,NA,1,28,0
"2236",52413,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,1
"2237",6870,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,8,4,NA,30,0
"2238",14789,FALSE,0,0,13,8,1,NA,1,1,0,3,4,5,3,8,28,0
"2239",2113,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,33,0
"2240",93129,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"2241",3606,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0
"2242",44200,FALSE,0,0,5,4,0,NA,1,1,0,NA,NA,NA,NA,NA,25,0
"2243",25067,FALSE,0,1,4,NA,0,1,1,1,1,3,5,9,NA,4,25,1
"2244",54861,FALSE,0,0,2,NA,1,1,1,1,1,8,5,5,2,7,23,0
"2245",71483,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"2246",35708,FALSE,0,0,10,NA,0,4,1,1,0,3,5,5,NA,9,25,1
"2247",13211,TRUE,0,1,4,1,1,NA,1,1,1,NA,NA,NA,NA,NA,29,0
"2248",83781,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"2249",90391,FALSE,0,1,2,1,0,NA,1,0,0,NA,NA,NA,NA,NA,21,1
"2250",39532,FALSE,0,0,6,NA,2,2,1,1,1,7,5,0,3,3,25,0
"2251",28842,FALSE,0,0,2,NA,0,0,0,0,1,6,NA,2,NA,6,26,0
"2252",20041,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,0,NA,NA,27,0
"2253",43909,FALSE,1,1,4,NA,0,1,0,1,1,2,NA,0,NA,1,24,1
"2254",16731,FALSE,0,0,3,NA,1,1,1,1,0,5,5,6,NA,2,28,0
"2255",88481,FALSE,0,0,1,0,0,NA,0,1,1,8,NA,6,NA,5,21,1
"2256",87768,FALSE,1,0,3,2,0,NA,1,0,1,NA,NA,NA,NA,NA,21,1
"2257",3261,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,4,NA,NA,33,0
"2258",23870,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,6,3,NA,28,0
"2259",20108,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,8,4,NA,27,0
"2260",55164,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,9,3,NA,23,1
"2261",47188,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0
"2262",60894,FALSE,0,1,2,1,1,NA,1,0,1,6,5,5,3,2,23,0
"2263",28485,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,1,NA,NA,26,0
"2264",79709,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,4,5,9,NA,NA,23,1
"2265",32473,FALSE,0,1,2,NA,1,0,0,0,1,6,NA,9,NA,-3,26,0
"2266",20846,FALSE,1,0,5,NA,1,1,1,1,0,6,6,8,2,6,26,0
"2267",11851,FALSE,1,0,5,0,2,NA,1,1,1,NA,NA,NA,NA,NA,29,0
"2268",48769,TRUE,0,1,6,NA,0,2,1,1,0,7,6,1,4,6,23,0
"2269",55760,FALSE,0,0,12,NA,0,2,1,1,1,7,NA,4,NA,2,23,1
"2270",74946,FALSE,0,0,4,3,0,NA,1,1,1,5,NA,7,NA,2,23,0
"2271",3486,FALSE,1,0,3,NA,2,1,0,1,1,5,NA,1,NA,7,32,1
"2272",55477,FALSE,1,1,2,0,0,NA,1,0,0,4,NA,7,NA,1,24,0
"2273",39617,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"2274",43477,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,1
"2275",15986,FALSE,1,0,4,NA,0,2,1,1,0,4,5,8,NA,9,27,0
"2276",42965,FALSE,0,1,2,4,0,NA,1,1,1,NA,NA,NA,NA,NA,25,1
"2277",28342,FALSE,1,1,8,15,0,NA,1,1,1,NA,NA,NA,NA,NA,26,0
"2278",41363,TRUE,0,1,2,9,0,NA,1,1,0,NA,NA,NA,NA,NA,26,1
"2279",38110,FALSE,1,1,8,NA,0,1,1,1,0,5,NA,7,NA,9,24,1
"2280",77540,FALSE,0,0,3,3,0,NA,0,1,0,NA,NA,NA,NA,NA,23,0
"2281",90250,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,9,8,4,2,NA,22,1
"2282",27475,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,1,NA,NA,28,0
"2283",64048,TRUE,1,0,2,2,1,NA,1,1,0,NA,NA,NA,NA,NA,24,0
"2284",92595,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,1
"2285",49479,FALSE,0,0,6,NA,1,0,1,0,0,6,NA,6,NA,9,24,0
"2286",48990,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,8,9,3,NA,26,0
"2287",84655,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1
"2288",61596,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"2289",22591,FALSE,1,0,5,NA,0,1,1,1,1,6,5,0,2,10,26,0
"2290",53767,FALSE,1,1,3,3,1,NA,0,1,1,5,NA,2,NA,9,24,0
"2291",27596,FALSE,1,0,3,NA,1,0,1,0,1,7,5,0,4,5,26,0
"2292",74839,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,NA,9,NA,NA,23,0
"2293",55575,FALSE,1,1,4,NA,0,2,1,1,0,7,6,1,3,4,23,1
"2294",7135,FALSE,0,0,3,NA,1,1,1,1,1,3,4,7,NA,5,29,0
"2295",23051,FALSE,0,0,2,NA,0,1,0,1,1,6,6,5,2,6,27,0
"2296",37335,FALSE,0,0,2,NA,0,0,0,0,1,7,NA,9,NA,6,25,1
"2297",39569,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,6,7,4,NA,26,0
"2298",71203,FALSE,0,0,5,NA,0,1,1,1,0,1,NA,6,NA,8,22,1
"2299",18610,FALSE,0,0,6,NA,1,1,0,1,0,7,NA,9,NA,10,27,0
"2300",19312,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0
"2301",35470,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,NA,25,0
"2302",54433,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,5,3,3,NA,25,1
"2303",47416,FALSE,0,1,3,NA,1,1,1,1,1,4,6,9,NA,2,23,0
"2304",14506,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0,3,NA,28,1
"2305",88548,FALSE,1,0,1,1,0,NA,1,0,1,NA,NA,NA,NA,NA,21,0
"2306",23249,TRUE,1,1,2,NA,1,1,1,1,0,3,NA,3,NA,7,27,0
"2307",85753,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,1
"2308",7113,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"2309",15141,FALSE,1,1,9,8,0,NA,1,1,1,NA,NA,NA,NA,NA,29,0
"2310",11700,TRUE,0,0,1,NA,3,NA,0,0,1,7,4,3,1,NA,28,0
"2311",88395,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,6,3,4,NA,20,1
"2312",53738,TRUE,0,0,3,2,0,NA,0,1,0,NA,NA,NA,NA,NA,25,0
"2313",1750,FALSE,0,0,1,15,2,NA,1,1,1,4,NA,4,NA,11,33,0
"2314",8410,FALSE,0,0,3,NA,2,1,0,1,0,4,6,2,NA,6,30,0
"2315",72549,FALSE,1,0,4,NA,0,3,0,1,0,8,6,6,4,7,23,0
"2316",100863,FALSE,0,0,6,3,0,NA,1,1,0,NA,NA,NA,NA,NA,19,0
"2317",93393,FALSE,0,1,6,4,0,NA,1,1,0,NA,NA,NA,NA,NA,20,1
"2318",97168,FALSE,0,0,2,2,0,NA,1,1,0,NA,NA,NA,NA,NA,20,0
"2319",6504,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,6,7,9,4,NA,31,0
"2320",89582,FALSE,0,0,3,NA,0,0,1,0,1,8,9,5,NA,1,19,0
"2321",46009,FALSE,0,0,3,2,1,NA,1,1,0,NA,NA,NA,NA,NA,25,0
"2322",39041,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"2323",8390,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"2324",35967,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,6,7,NA,NA,27,0
"2325",13812,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,7,1,NA,NA,29,0
"2326",30301,FALSE,0,0,12,8,1,NA,1,1,1,6,NA,9,NA,8,26,0
"2327",89134,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,6,8,3,5,NA,22,0
"2328",83028,FALSE,1,1,2,1,0,NA,1,1,0,NA,NA,NA,NA,NA,22,0
"2329",86708,FALSE,1,0,4,NA,1,1,0,1,1,6,NA,5,NA,5,20,1
"2330",16258,FALSE,0,0,4,NA,0,1,1,1,0,3,NA,8,NA,8,27,1
"2331",58018,FALSE,0,0,11,8,1,NA,1,1,1,7,NA,1,NA,8,24,0
"2332",54740,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,2,4,NA,23,1
"2333",5778,TRUE,0,1,4,1,1,NA,1,1,1,NA,NA,NA,NA,NA,31,0
"2334",76060,TRUE,1,1,5,NA,0,5,1,1,0,7,4,2,3,2,21,1
"2335",22557,FALSE,0,1,2,NA,0,1,0,1,1,6,NA,0,NA,3,26,1
"2336",2780,FALSE,0,1,9,8,4,NA,1,1,1,NA,NA,NA,NA,NA,33,1
"2337",47550,FALSE,0,1,1,2,1,NA,0,0,1,NA,NA,NA,NA,NA,25,1
"2338",35458,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,1
"2339",47135,TRUE,1,1,1,NA,1,0,1,0,0,3,5,7,NA,9,24,0
"2340",17036,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,1
"2341",42355,TRUE,0,0,5,NA,1,1,1,1,1,7,NA,8,NA,3,24,1
