"","unid","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age","gender_male"
"19463",56783,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,23,0
"19464",51085,FALSE,0,0,0,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,24,1
"19465",89305,FALSE,0,1,3,NA,0,1,1,1,0,5,5,1,2,12,20,0
"19466",86335,FALSE,0,1,4,NA,0,1,0,1,0,10,NA,6,NA,4,20,0
"19467",86996,TRUE,0,1,5,NA,0,3,0,1,0,4,8,9,NA,1,21,1
"19468",16719,FALSE,0,0,1,NA,1,1,0,1,0,5,6,1,NA,10,27,0
"19469",14762,FALSE,0,1,5,NA,1,1,1,1,1,7,5,2,NA,6,28,0
"19470",8204,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,NA,4,NA,NA,30,0
"19471",60860,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,8,NA,8,NA,NA,24,1
"19472",73591,FALSE,1,1,8,NA,0,1,1,1,1,5,4,6,2,2,22,0
"19473",81910,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"19474",71620,FALSE,1,0,7,NA,0,1,0,1,1,7,6,3,3,3,22,1
"19475",80961,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,NA,NA,22,1
"19476",96410,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"19477",69324,FALSE,0,0,5,NA,0,2,0,1,0,6,7,4,5,9,22,0
"19478",2097,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,33,0
"19479",25717,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"19480",96097,TRUE,1,1,6,4,0,NA,1,1,1,8,NA,7,NA,6,20,1
"19481",79444,FALSE,1,1,5,NA,0,2,1,1,0,4,5,5,NA,5,21,1
"19482",69022,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,NA,3,NA,NA,22,0
"19483",45659,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,25,0
"19484",6628,TRUE,1,0,4,2,1,NA,1,0,0,7,8,7,3,10,30,0
"19485",94137,FALSE,1,1,4,3,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0
"19486",44647,FALSE,0,0,3,15,1,NA,1,0,0,NA,NA,NA,NA,NA,25,0
"19487",86729,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,6,NA,NA,22,0
"19488",67653,FALSE,0,1,5,2,0,NA,1,1,1,5,NA,8,NA,4,23,1
"19489",52252,FALSE,0,1,2,NA,0,1,0,1,0,8,6,1,5,6,24,1
"19490",15115,FALSE,1,0,2,NA,1,0,0,0,1,5,7,3,NA,NA,27,0
"19491",16059,FALSE,1,1,4,2,1,NA,1,0,0,6,NA,6,NA,8,28,1
"19492",83064,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19493",7158,TRUE,0,1,7,4,1,NA,1,0,1,4,NA,6,NA,9,30,0
"19494",1971,FALSE,0,0,2,NA,0,1,0,1,0,9,NA,5,NA,2,32,1
"19495",60138,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,5,0,6,NA,24,1
"19496",12241,FALSE,0,0,3,1,2,NA,1,1,0,5,NA,3,NA,4,28,0
"19497",29900,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1
"19498",81559,TRUE,1,0,8,4,0,NA,1,1,1,NA,NA,NA,NA,NA,22,0
"19499",4360,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,32,0
"19500",65356,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,3,6,NA,23,0
"19501",79310,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1
"19502",21278,FALSE,0,0,1,NA,2,1,0,1,1,4,5,0,NA,4,27,0
"19503",96638,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,8,6,3,4,NA,18,0
"19504",34167,FALSE,0,0,8,4,1,NA,1,1,1,NA,NA,NA,NA,NA,26,0
"19505",77323,TRUE,1,1,5,NA,1,0,1,0,0,7,7,0,3,4,21,0
"19506",48436,FALSE,0,0,2,11,1,NA,0,1,0,1,NA,2,NA,0,25,0
"19507",59535,FALSE,0,0,3,2,0,NA,1,1,0,6,NA,6,NA,5,23,1
"19508",83462,FALSE,0,1,7,NA,0,1,1,1,0,7,9,1,4,5,21,1
"19509",37249,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,NA,9,NA,NA,26,0
"19510",13806,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,0
"19511",50365,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,1
"19512",76479,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"19513",74672,FALSE,1,1,3,3,1,NA,0,1,1,8,4,6,2,7,22,1
"19514",50273,TRUE,1,1,2,NA,0,2,0,1,1,5,NA,1,NA,4,24,0
"19515",25460,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,1
"19516",11184,FALSE,0,0,1,0,2,NA,0,1,1,NA,NA,NA,NA,NA,30,0
"19517",57532,FALSE,1,1,2,NA,0,1,0,1,1,5,NA,9,NA,4,23,1
"19518",42209,FALSE,1,1,4,4,0,NA,1,1,1,5,4,6,3,6,25,0
"19519",85143,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19520",76309,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,4,8,NA,NA,22,0
"19521",18449,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,2,4,NA,26,1
"19522",48180,TRUE,1,0,6,NA,0,3,1,1,1,4,NA,2,NA,3,23,1
"19523",86885,FALSE,0,0,3,1,0,NA,1,1,0,NA,NA,NA,NA,NA,21,0
"19524",31120,FALSE,0,0,5,0,1,NA,1,1,1,NA,NA,NA,NA,NA,27,1
"19525",37593,FALSE,0,0,5,0,0,NA,0,1,0,5,NA,4,NA,5,25,0
"19526",46837,FALSE,0,0,3,NA,0,1,0,1,1,8,5,9,4,NA,23,1
"19527",3369,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,33,0
"19528",11239,FALSE,0,1,3,NA,1,2,1,1,1,3,NA,4,NA,2,28,0
"19529",21843,FALSE,0,0,1,8,0,NA,0,1,1,NA,NA,NA,NA,NA,28,1
"19530",42810,FALSE,0,0,4,NA,2,1,1,1,1,3,4,1,NA,5,24,0
"19531",99939,FALSE,1,1,3,NA,0,1,1,1,0,3,NA,9,NA,3,19,1
"19532",9503,FALSE,0,1,3,2,0,NA,0,1,1,NA,NA,NA,NA,NA,29,1
"19533",66664,FALSE,1,1,1,NA,0,0,1,0,0,6,5,2,6,3,22,0
"19534",29198,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,6,NA,26,1
"19535",77696,FALSE,0,0,13,6,0,NA,1,0,0,NA,NA,NA,NA,NA,23,1
"19536",6518,TRUE,1,1,12,NA,2,3,1,1,1,5,NA,4,NA,11,29,0
"19537",89050,FALSE,0,1,5,NA,1,0,1,0,0,6,NA,0,NA,3,20,0
"19538",45804,FALSE,0,0,6,NA,0,6,1,1,1,2,NA,2,NA,6,23,0
"19539",12612,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,1
"19540",94986,FALSE,1,1,3,15,0,NA,0,1,1,8,6,6,1,6,20,1
"19541",67565,TRUE,0,0,6,NA,0,1,0,1,1,10,6,4,5,9,22,1
"19542",65783,TRUE,1,0,3,NA,0,1,0,1,0,3,NA,4,NA,8,22,0
"19543",24827,TRUE,0,0,4,NA,0,1,1,1,0,4,6,6,NA,-1,25,0
"19544",91884,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1
"19545",95882,FALSE,0,0,4,1,0,NA,1,0,0,NA,NA,NA,NA,NA,20,0
"19546",61090,TRUE,0,0,4,NA,0,1,0,1,1,7,6,4,NA,4,22,0
"19547",31346,FALSE,0,1,5,5,1,NA,1,1,1,NA,NA,NA,NA,NA,27,0
"19548",87614,FALSE,1,1,6,5,0,NA,1,1,1,NA,NA,NA,NA,NA,21,1
"19549",38456,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,7,8,4,NA,26,0
"19550",82063,FALSE,1,0,2,1,0,NA,1,1,0,NA,NA,NA,NA,NA,22,0
"19551",71330,FALSE,1,1,4,NA,0,1,1,1,0,7,NA,7,NA,5,22,0
"19552",51154,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"19553",97654,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"19554",71500,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"19555",52323,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,1
"19556",16939,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,NA,6,NA,NA,26,0
"19557",40306,FALSE,1,1,1,NA,0,1,0,1,0,4,5,6,4,6,25,1
"19558",42663,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,2,NA,NA,26,1
"19559",46359,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"19560",44272,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0
"19561",61748,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"19562",77375,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"19563",75174,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"19564",18557,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,1
"19565",18814,FALSE,1,0,2,NA,1,0,0,0,0,4,4,7,NA,8,27,0
"19566",38810,FALSE,0,0,2,NA,0,0,0,0,0,5,2,3,NA,1,24,0
"19567",59454,FALSE,1,1,7,NA,0,3,1,1,1,7,6,5,4,0,23,0
"19568",79466,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,7,4,NA,21,1
"19569",48827,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,1
"19570",47053,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"19571",29444,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"19572",19013,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,9,NA,NA,27,0
"19573",84512,FALSE,0,1,8,4,2,NA,1,1,0,NA,NA,NA,NA,NA,22,0
"19574",39547,FALSE,1,1,4,1,0,NA,1,1,0,6,5,9,4,10,25,1
"19575",6100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0
"19576",97667,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"19577",99821,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,1
"19578",24668,TRUE,1,1,4,NA,0,0,1,0,1,5,7,0,3,2,27,1
"19579",4828,FALSE,0,0,9,NA,1,2,1,1,0,6,NA,8,NA,6,30,0
"19580",65468,FALSE,0,0,1,1,0,NA,0,1,0,NA,NA,NA,NA,NA,23,0
"19581",42685,FALSE,1,0,4,NA,0,1,1,1,1,7,5,3,3,4,24,1
"19582",82233,FALSE,1,0,4,2,0,NA,1,1,1,NA,NA,NA,NA,NA,22,0
"19583",99218,FALSE,1,0,4,NA,0,2,1,1,0,5,5,5,NA,NA,18,0
"19584",49454,TRUE,1,0,10,NA,0,3,1,1,0,7,7,0,NA,7,24,1
"19585",16039,FALSE,1,1,5,NA,0,1,1,1,0,7,5,4,2,8,27,0
"19586",59852,TRUE,1,0,5,NA,2,1,1,1,1,4,NA,1,NA,3,22,1
"19587",90895,TRUE,0,1,2,2,0,NA,1,1,0,NA,NA,NA,NA,NA,21,1
"19588",92490,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,1
"19589",42077,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,9,4,NA,24,1
"19590",24884,TRUE,0,1,1,NA,0,1,0,1,0,8,7,4,5,7,26,1
"19591",45139,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,3,5,4,NA,NA,26,1
"19592",43354,TRUE,0,0,7,NA,2,0,1,0,1,6,5,2,NA,NA,24,0
"19593",37961,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,7,NA,NA,27,0
"19594",23961,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,0,2,NA,26,0
"19595",77804,FALSE,0,1,2,NA,0,1,0,1,0,4,4,0,NA,5,21,0
"19596",49919,FALSE,0,1,5,0,0,NA,0,0,1,NA,NA,NA,NA,NA,25,1
"19597",59894,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,22,0
"19598",39107,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,6,1,NA,NA,26,1
"19599",97121,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"19600",13515,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,2,2,NA,30,0
"19601",78337,FALSE,0,1,1,1,0,NA,0,0,0,NA,NA,NA,NA,NA,22,0
"19602",1618,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,NA,3,NA,NA,34,1
"19603",13564,FALSE,0,0,1,NA,1,1,1,1,0,6,5,0,3,8,27,0
"19604",99787,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"19605",91266,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,8,NA,NA,22,1
"19606",97959,FALSE,0,0,4,2,0,NA,0,1,0,9,NA,1,NA,1,19,0
"19607",28327,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,1
"19608",52409,FALSE,1,1,6,NA,0,1,1,1,1,1,6,1,NA,9,23,0
"19609",15043,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,6,1,4,NA,29,1
"19610",72047,FALSE,0,0,7,NA,1,2,1,1,0,7,NA,1,NA,3,23,0
"19611",95719,TRUE,0,0,4,4,0,NA,0,1,0,NA,NA,NA,NA,NA,20,1
"19612",37966,FALSE,0,1,4,1,1,NA,1,1,0,NA,NA,NA,NA,NA,26,0
"19613",12371,FALSE,1,1,9,5,2,NA,1,1,1,NA,NA,NA,NA,NA,29,0
"19614",83767,FALSE,1,0,3,NA,0,1,1,1,0,4,6,0,NA,5,21,0
"19615",8082,FALSE,0,1,2,NA,1,2,0,1,0,4,4,0,NA,2,30,1
"19616",97302,FALSE,0,0,5,NA,0,2,1,1,0,4,6,6,NA,4,19,0
"19617",73721,FALSE,1,0,4,1,0,NA,1,1,1,3,NA,4,NA,1,22,0
"19618",75764,FALSE,0,0,3,NA,0,3,1,1,1,7,8,4,NA,7,22,0
"19619",60202,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,5,NA,NA,23,1
"19620",70497,TRUE,1,0,1,1,0,NA,0,1,0,NA,NA,NA,NA,NA,23,1
"19621",71539,FALSE,1,0,13,NA,1,1,0,1,0,4,6,6,NA,5,22,0
"19622",94308,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"19623",16743,FALSE,0,1,8,NA,2,0,1,0,1,5,7,0,4,2,27,0
"19624",98533,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,5,4,2,NA,20,0
"19625",29297,FALSE,1,1,2,NA,0,1,0,1,1,NA,NA,NA,NA,NA,26,0
"19626",101727,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,19,1
"19627",408,TRUE,1,1,2,NA,3,1,0,1,0,4,NA,4,NA,6,35,0
"19628",19828,FALSE,1,1,3,1,1,NA,1,0,0,NA,NA,NA,NA,NA,28,1
"19629",99613,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"19630",5876,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"19631",68101,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,6,8,NA,NA,21,1
"19632",34118,TRUE,0,1,4,NA,0,0,1,0,1,4,NA,6,NA,-1,25,1
"19633",23451,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"19634",8690,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"19635",14987,FALSE,1,1,3,NA,0,3,0,1,1,5,4,4,NA,8,27,0
"19636",35185,TRUE,1,1,4,1,1,NA,1,1,1,5,NA,8,NA,7,26,0
"19637",89192,FALSE,0,0,5,NA,0,2,0,1,0,4,NA,1,NA,5,21,1
"19638",26271,FALSE,1,0,4,NA,2,1,0,1,0,3,5,6,NA,6,26,1
"19639",80929,FALSE,0,1,1,8,2,NA,0,1,0,NA,NA,NA,NA,NA,22,1
"19640",5062,FALSE,1,0,3,NA,1,1,0,1,1,3,NA,2,NA,5,30,0
"19641",86907,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0
"19642",26338,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,NA,6,NA,NA,26,0
"19643",81558,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,4,NA,22,0
"19644",75817,TRUE,0,1,4,NA,0,0,1,0,1,7,6,9,NA,10,21,1
"19645",11361,FALSE,0,0,6,NA,1,1,1,1,1,9,8,6,4,4,29,1
"19646",27471,TRUE,0,0,1,NA,1,1,0,1,0,7,5,9,NA,4,25,0
"19647",65930,FALSE,0,1,10,3,1,NA,1,1,0,NA,NA,NA,NA,NA,23,0
"19648",31452,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"19649",43846,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,6,NA,24,1
"19650",40238,FALSE,0,1,0,NA,1,0,0,0,0,8,8,1,5,6,24,1
"19651",99904,FALSE,0,0,2,NA,0,1,0,1,0,5,7,0,NA,12,18,0
"19652",471,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,36,0
"19653",2301,TRUE,1,1,7,5,0,NA,1,1,1,NA,NA,NA,NA,NA,33,1
"19654",45971,FALSE,0,0,7,NA,0,1,1,1,0,6,5,0,4,9,23,0
"19655",25004,FALSE,0,1,6,NA,0,0,1,0,0,6,10,0,6,1,26,0
"19656",36691,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,25,0
"19657",58135,TRUE,0,0,5,NA,1,2,0,1,1,7,NA,9,NA,4,23,1
"19658",25495,TRUE,0,0,6,NA,1,1,1,1,1,6,5,6,NA,3,25,0
"19659",69979,FALSE,0,0,3,0,1,NA,1,1,0,NA,NA,NA,NA,NA,23,1
"19660",17843,FALSE,0,1,2,NA,0,1,0,1,1,8,NA,9,NA,2,27,1
"19661",8227,FALSE,1,0,2,NA,0,1,0,1,0,7,6,6,3,4,28,1
"19662",87885,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,6,3,NA,NA,21,0
"19663",64995,FALSE,1,1,0,NA,0,NA,0,0,NA,7,NA,0,NA,6,23,1
"19664",21778,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,5,NA,NA,27,0
"19665",68918,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"19666",62471,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,7,NA,7,NA,NA,24,1
"19667",85511,TRUE,0,1,1,NA,0,0,0,0,0,5,NA,9,NA,4,20,1
"19668",95043,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,2,4,NA,19,0
"19669",90367,FALSE,1,1,4,NA,0,1,1,1,0,4,5,0,3,11,20,1
"19670",4623,FALSE,0,0,0,NA,2,NA,0,0,NA,5,3,5,2,3,31,0
"19671",70960,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,23,0
"19672",95283,FALSE,0,1,2,15,0,NA,0,1,1,NA,NA,NA,NA,NA,20,1
"19673",79763,FALSE,0,1,5,NA,0,0,1,0,1,7,7,4,3,8,21,1
"19674",24835,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0
"19675",81092,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"19676",26891,FALSE,0,0,0,NA,1,NA,0,0,NA,6,NA,8,NA,11,27,0
"19677",14261,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,6,5,NA,NA,29,0
"19678",89543,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19679",39305,FALSE,1,0,3,2,0,NA,1,0,1,7,NA,3,NA,6,25,0
"19680",52875,FALSE,1,1,5,NA,0,0,1,0,0,7,7,9,NA,10,23,1
"19681",88928,FALSE,0,0,7,NA,0,1,1,1,0,6,NA,4,NA,4,21,0
"19682",8971,FALSE,0,1,3,3,2,NA,0,1,0,NA,NA,NA,NA,NA,30,1
"19683",87982,FALSE,0,0,8,NA,1,1,1,1,1,6,4,5,3,5,21,0
"19684",10421,TRUE,1,1,4,1,3,NA,1,0,1,NA,NA,NA,NA,NA,29,0
"19685",36620,FALSE,1,1,7,NA,1,1,1,1,0,6,NA,8,NA,NA,24,1
"19686",88991,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9,NA,NA,21,0
"19687",1201,FALSE,1,1,3,1,2,NA,1,1,0,5,NA,0,NA,0,33,0
"19688",41323,FALSE,0,0,4,3,0,NA,1,1,0,6,NA,9,NA,2,25,0
"19689",48397,FALSE,1,1,6,NA,0,4,0,1,0,6,8,0,5,3,23,0
"19690",83444,FALSE,1,1,1,NA,0,0,0,0,0,6,NA,4,NA,11,21,1
"19691",6883,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,1
"19692",99365,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"19693",89429,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19694",88476,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19695",80008,FALSE,1,0,8,NA,0,2,0,1,1,7,6,2,NA,1,21,1
"19696",26487,FALSE,1,1,4,NA,0,2,0,1,1,8,NA,1,NA,8,25,0
"19697",49569,FALSE,0,1,5,2,0,NA,1,1,0,NA,NA,NA,NA,NA,25,1
"19698",61614,FALSE,0,1,3,0,0,NA,1,1,0,6,NA,1,NA,0,23,1
"19699",8625,FALSE,1,0,2,2,2,NA,0,1,1,NA,NA,NA,NA,NA,30,1
"19700",88249,FALSE,0,0,5,1,0,NA,1,1,1,NA,NA,NA,NA,NA,21,0
"19701",8141,FALSE,0,1,1,1,2,NA,0,1,0,NA,NA,NA,NA,NA,30,0
"19702",83998,FALSE,1,1,6,NA,0,0,1,0,0,10,5,2,4,-5,21,1
"19703",70343,TRUE,0,0,1,NA,0,1,0,1,0,5,8,7,NA,NA,21,0
"19704",32887,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,25,1
"19705",19944,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"19706",4963,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"19707",73191,TRUE,1,1,4,2,0,NA,1,1,1,4,7,9,4,0,22,0
"19708",63774,FALSE,1,0,6,NA,2,1,1,1,0,7,7,8,3,4,22,0
"19709",76720,TRUE,0,1,4,3,0,NA,1,1,0,NA,NA,NA,NA,NA,22,0
"19710",37927,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"19711",19345,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,1
"19712",3565,FALSE,0,0,9,7,4,NA,1,1,1,NA,NA,NA,NA,NA,32,0
"19713",24527,FALSE,0,0,2,NA,1,1,1,1,0,2,4,4,NA,NA,25,0
"19714",85750,FALSE,0,0,3,2,0,NA,1,1,0,5,6,3,3,4,22,1
"19715",75902,FALSE,0,0,0,NA,0,0,0,0,1,6,NA,9,NA,4,21,1
"19716",94539,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,1
"19717",6528,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"19718",26864,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,7,NA,NA,26,0
"19719",93582,FALSE,0,0,4,1,0,NA,1,1,1,NA,NA,NA,NA,NA,21,1
"19720",58034,FALSE,1,1,2,NA,0,0,0,0,0,6,8,9,NA,6,23,1
"19721",4498,FALSE,1,0,6,3,1,NA,1,1,1,3,4,5,3,9,31,0
"19722",47924,FALSE,1,1,2,NA,0,2,0,1,1,5,NA,9,NA,4,25,1
"19723",16153,FALSE,1,0,4,NA,1,1,1,1,0,3,NA,0,NA,6,27,0
"19724",27834,TRUE,0,0,6,6,0,NA,1,1,0,3,NA,8,NA,3,26,0
"19725",41701,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,1
"19726",37505,FALSE,1,0,4,NA,0,2,0,1,0,6,9,6,4,4,24,0
"19727",10651,FALSE,0,1,5,2,2,NA,1,1,1,NA,NA,NA,NA,NA,29,1
"19728",22389,FALSE,0,0,6,3,0,NA,1,1,0,NA,NA,NA,NA,NA,27,0
"19729",21113,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,0,NA,NA,27,1
"19730",24532,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"19731",60554,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,4,NA,NA,25,0
"19732",95287,TRUE,0,0,5,NA,0,1,0,1,0,7,NA,6,NA,6,19,0
"19733",38714,FALSE,0,0,10,5,3,NA,1,1,0,NA,NA,NA,NA,NA,26,0
"19734",17192,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,0
"19735",39105,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,8,NA,NA,24,1
"19736",51930,FALSE,0,0,5,NA,0,2,1,1,0,9,6,5,3,5,24,0
"19737",23237,FALSE,1,0,0,NA,0,0,0,0,0,6,3,3,4,3,26,1
